"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"9528",1982-05-24,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/05/1982",NA
"9529",1982-05-25,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/05/1982",NA
"9530",1982-05-26,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/05/1982",NA
"9531",1982-05-27,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/05/1982",NA
"9532",1982-05-28,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/05/1982",NA
"9533",1982-05-29,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/05/1982",NA
"9534",1982-05-30,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/05/1982",NA
"9535",1982-05-31,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/05/1982",NA
"9536",1982-06-01,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/06/1982",NA
"9537",1982-06-02,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/06/1982",NA
"9538",1982-06-03,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/06/1982",NA
"9539",1982-06-04,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/06/1982",NA
"9540",1982-06-05,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/06/1982",NA
"9541",1982-06-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/06/1982",NA
"9542",1982-06-07,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/06/1982",NA
"9543",1982-06-08,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/06/1982",NA
"9544",1982-06-09,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/06/1982",NA
"9545",1982-06-10,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/06/1982",NA
"9546",1982-06-11,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/06/1982",NA
"9547",1982-06-12,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/06/1982",NA
"9548",1982-06-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/06/1982",NA
"9549",1982-06-14,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/06/1982",NA
"9550",1982-06-15,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/06/1982",NA
"9551",1982-06-16,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/06/1982",NA
"9552",1982-06-17,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/06/1982",NA
"9553",1982-06-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/06/1982",NA
"9554",1982-06-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/06/1982",NA
"9555",1982-06-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/06/1982",NA
"9556",1982-06-21,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/06/1982",NA
"9557",1982-06-22,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/06/1982",NA
"9558",1982-06-23,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/06/1982",NA
"9559",1982-06-24,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/06/1982",NA
"9560",1982-06-25,"Fri","bomb-nd","PIRA","government","hospital","bomb nurses' hostel, injure 25","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","25/06/1982",NA,"25/06/1982","Belfast"
"9561",1982-06-26,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/06/1982",NA
"9562",1982-06-27,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/06/1982",NA
"9563",1982-06-28,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/06/1982",NA
"9564",1982-06-29,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/06/1982",NA
"9565",1982-06-30,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/06/1982",NA
"9566",1982-07-01,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/07/1982",NA
"9567",1982-07-02,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/07/1982",NA
"9568",1982-07-03,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/07/1982",NA
"9569",1982-07-04,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/07/1982",NA
"9570",1982-07-05,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/07/1982",NA
"9571",1982-07-06,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/07/1982",NA
"9572",1982-07-07,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/07/1982",NA
"9573",1982-07-08,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/07/1982",NA
"9574",1982-07-09,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/07/1982",NA
"9575",1982-07-10,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/07/1982",NA
"9576",1982-07-11,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/07/1982",NA
"9577",1982-07-12,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/07/1982",NA
"9578",1982-07-13,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/07/1982",NA
"9579",1982-07-14,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/07/1982",NA
"9580",1982-07-15,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/07/1982",NA
"9581",1982-07-16,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/07/1982",NA
"9582",1982-07-17,"Sat","bomb-nd","PIRA","government","railroad","bomb on Dublin-Belfast railroad","UK/Northern Ireland","Newry","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Christian Science Monitor","19/07/1982",NA,"17/07/1982","Newry & Mourne"
"9583",1982-07-18,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/07/1982",NA
"9584",1982-07-19,"Mon","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Reuters","08/08/1982",NA,"19/07/1982","Other"
"9585",1982-07-20,"Tue","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Reuters","08/08/1982",NA,"20/07/1982","Other"
"9586",1982-07-21,"Wed","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Reuters","08/08/1982",NA,"21/07/1982","Other"
"9587",1982-07-22,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/07/1982",NA
"9588",1982-07-23,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/07/1982",NA
"9589",1982-07-24,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/07/1982",NA
"9590",1982-07-25,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/07/1982",NA
"9591",1982-07-26,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/07/1982",NA
"9592",1982-07-27,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/07/1982",NA
"9593",1982-07-28,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/07/1982",NA
"9594",1982-07-29,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/07/1982",NA
"9595",1982-07-30,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/07/1982",NA
"9596",1982-07-31,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/07/1982",NA
"9597",1982-08-01,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/08/1982",NA
"9598",1982-08-02,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/08/1982",NA
"9599",1982-08-03,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/08/1982",NA
"9600",1982-08-04,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/08/1982",NA
"9601",1982-08-05,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/08/1982",NA
"9602",1982-08-06,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/08/1982",NA
"9603",1982-08-07,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/08/1982",NA
"9604",1982-08-08,"Sun","riot","Sinn Fein","government","police","clash with police on anniversary of internment","UK/Northern Ireland","Belfast","Irish unity","09/08/1971",NA,301,0,0,0,"Y",301,2,0,102701,"Reuters","09/08/1982",NA,"08/08/1982","Belfast"
"9605",1982-08-08,"Sun","riot","Sinn Fein","government","police","clash with police on anniversary of internment","UK/Northern Ireland","Derry","Irish unity","09/08/1971",NA,301,0,0,0,"Y",301,2,0,102701,"Reuters","09/08/1982",NA,"08/08/1982","Derry"
"9606",1982-08-08,"Sun","riot","Sinn Fein","government","police","clash with police on anniversary of internment","UK/Northern Ireland","Omagh","Irish unity","09/08/1971",NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","09/08/1982",NA,"08/08/1982","Omagh"
"9607",1982-08-09,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/08/1982",NA
"9608",1982-08-10,"Tue","demonstration","women","firm","sex shop","women object to opening of sex shop","UK/Northern Ireland","Belfast","pornography",NA,NA,31,0,0,0,"N",0,0,0,30001,"Guardian","11/08/1982",NA,"10/08/1982","Belfast"
"9609",1982-08-10,"Tue","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Economist","14/08/1982",NA,"10/08/1982","Other"
"9610",1982-08-11,"Wed","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Economist","14/08/1982",NA,"11/08/1982","Other"
"9611",1982-08-12,"Thu","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Economist","14/08/1982",NA,"12/08/1982","Other"
"9612",1982-08-13,"Fri","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Economist","14/08/1982",NA,"13/08/1982","Other"
"9613",1982-08-14,"Sat","slowdown","health workers","government",NA,"slowdown for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Economist","14/08/1982",NA,"14/08/1982","Other"
"9614",1982-08-15,"Sun","symbolic","protestants","firm","sex shop","hold religious service near sex shop","UK/Northern Ireland","Belfast","pornography",NA,NA,101,0,0,0,"N",0,0,0,350000,"Guardian","16/08/1982",NA,"15/08/1982","Belfast"
"9615",1982-08-16,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/08/1982",NA
"9616",1982-08-17,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/08/1982",NA
"9617",1982-08-18,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/08/1982",NA
"9618",1982-08-19,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/08/1982",NA
"9619",1982-08-20,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/08/1982",NA
"9620",1982-08-21,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/08/1982",NA
"9621",1982-08-22,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/08/1982",NA
"9622",1982-08-23,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/08/1982",NA
"9623",1982-08-24,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/08/1982",NA
"9624",1982-08-25,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/08/1982",NA
"9625",1982-08-26,"Thu","boycott","SDLP","government","elections","SDLP refuses to take seats in new Stormont election","UK/Northern Ireland","Belfast","anti-Stormont",NA,NA,31,0,0,0,"N",0,0,0,137012,"Reuters","26/08/1982",NA,"26/08/1982","Belfast"
"9626",1982-08-26,"Thu","assassination","PIRA","government","police","father of 8 shot dead on his way to work","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","26/08/1982",NA,"26/08/1982","Belfast"
"9627",1982-08-26,"Thu","bomb-nd","PIRA","government","police","policeman seriously injured by car bomb","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",1,1,0,102701,"Reuters","26/08/1982",NA,"26/08/1982","Belfast"
"9628",1982-08-26,"Thu","riot","Sinn Fein","government","UK troops","troops shoot unarmed man; rioting ensues with guns & fire bombs","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","26/08/1982",NA,"26/08/1982","Derry"
"9629",1982-08-27,"Fri","bomb-wd","PIRA","government","police","car bomb kills policeman","UK/Northern Ireland","Millford","Irish unity",NA,NA,3,0,0,0,"Y",1,0,1,102701,"Reuters","27/08/1982",NA,"27/08/1982","Armagh"
"9630",1982-08-27,"Fri","bomb-nd","Loyalist terrorists","SDLP",NA,"fire bombs hit home of John Hume, SDLP leader","UK/Northern Ireland","Derry","British unity",NA,NA,2,0,0,0,"Y",0,0,0,350000,"Reuters","27/08/1982",NA,"27/08/1982","Derry"
"9631",1982-08-28,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/08/1982",NA
"9632",1982-08-29,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/08/1982",NA
"9633",1982-08-30,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/08/1982",NA
"9634",1982-08-31,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/08/1982",NA
"9635",1982-09-01,"Wed","attack","INLA","DUP",NA,"smash door of city councilor & shoot him","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,1,0,102701,"Reuters","01/09/1982",NA,"01/09/1982","Belfast"
"9636",1982-09-02,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/09/1982",NA
"9637",1982-09-03,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/09/1982",NA
"9638",1982-09-04,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/09/1982",NA
"9639",1982-09-05,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/09/1982",NA
"9640",1982-09-06,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/09/1982",NA
"9641",1982-09-07,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/09/1982",NA
"9642",1982-09-08,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/09/1982",NA
"9643",1982-09-09,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/09/1982",NA
"9644",1982-09-10,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/09/1982",NA
"9645",1982-09-11,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/09/1982",NA
"9646",1982-09-12,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/09/1982",NA
"9647",1982-09-13,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/09/1982",NA
"9648",1982-09-14,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/09/1982",NA
"9649",1982-09-15,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/09/1982",NA
"9650",1982-09-16,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/09/1982",NA
"9651",1982-09-17,"Fri","bomb-wd","INLA","government","UK troops","2 boys killed & 3 injured by bomb meant for troops","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",8,2,0,102701,"Reuters","17/09/1982",NA,"17/09/1982","Belfast"
"9652",1982-09-18,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/09/1982",NA
"9653",1982-09-19,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/09/1982",NA
"9654",1982-09-20,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/09/1982",NA
"9655",1982-09-21,"Tue","demonstration","Sinn Fein","government","court","upset at no pre-trial hearing, clash with police","UK/Northern Ireland","Belfast","due process",NA,NA,101,8,0,0,"Y",101,0,0,102701,"Reuters","21/09/1982",NA,"21/09/1982","Belfast"
"9656",1982-09-22,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/09/1982",NA
"9657",1982-09-23,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/09/1982",NA
"9658",1982-09-24,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/09/1982",NA
"9659",1982-09-25,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/09/1982",NA
"9660",1982-09-26,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/09/1982",NA
"9661",1982-09-27,"Mon","bomb-wd","PIRA","government","UK troops","bomb in security barrier kills soldier","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",1,0,1,102701,"Reuters","27/09/1982",NA,"27/09/1982","Belfast"
"9662",1982-09-28,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/09/1982",NA
"9663",1982-09-29,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/09/1982",NA
"9664",1982-09-30,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/09/1982",NA
"9665",1982-10-01,"Fri","assassination","Loyalist terrorists","Catholics",NA,"gas station attendant shot dead","UK/Northern Ireland","Belfast","British unity",NA,NA,2,0,0,0,"Y",0,0,0,350000,"Reuters","01/10/1982",NA,"01/10/1982","Belfast"
"9666",1982-10-01,"Fri","assassination","PIRA","government","police","part-time policemen shot dead on the street","UK/Northern Ireland","County Tyrone","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","01/10/1982",NA,"01/10/1982","Omagh"
"9667",1982-10-02,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/10/1982",NA
